160,798.222,5161.2
1,738.729,5189.64
4942,649.103,5227.96
4943,768.909,5178.47
4941,505.258,5272.72
2,577.388,5250.79
4940,367.067,5298.7
3,436.307,5286.13
4939,234.34,5306.91
4,301.004,5303.29
5,205.563,5306.16
5098,176.08,5304.09
5097,61.6783,5282.7
6,118.819,5294.05
5096,-60.9937,5241
7,0.352376,5262.38
5095,-176.06,5181.04
8,-118.29,5211.67
5094,-280.715,5103.57
9,-228.158,5142.99
5093,-372.885,5009.5
10,-326.523,5057.25
5092,-450.841,4899.9
11,-411.576,4955.43
5091,-512.596,4776.22
12,-481.52,4838.74
5090,-556.546,4640.02
13,-534.323,4708.82
5089,-581.449,4492.95
14,-568.761,4567.15
5088,-586.415,4336.66
15,-583.638,4415.49
5087,-570.815,4172.9
16,-578.374,4255.41
5086,-534.246,4003.46
17,-552.341,4088.76
5085,-476.829,3829.96
18,-505.386,3917.27
5084,-399.017,3653.84
19,-437.833,3742.42
5083,-301.562,3476.34
20,-350.259,3565.58
5082,-185.472,3298.4
21,-243.542,3387.83
5081,-51.8339,3120.85
22,-118.751,3210.02
5080,98.174,2944.3
23,23.0485,3032.97
5079,263.26,2769.04
24,180.588,2857.07
5078,442.21,2595.29
25,352.596,2682.54
5077,633.934,2423.23
26,537.936,2509.6
5076,837.441,2253.04
27,735.559,2338.45
5075,1051.87,2084.76
28,944.546,2169.21
5074,1276.46,1918.45
29,1164.08,2001.84
5073,1510.6,1754.49
30,1393.5,1836.49
5072,1753.04,1593.48
31,1632.25,1673.36
5071,1995.72,1440.89
32,1876.6,1515.26
5070,2236.25,1297.68
33,2118.07,1367.36
5069,2474.9,1163.11
34,2357.57,1228.48
5068,2711.71,1036.52
35,2595.2,1097.86
5067,2946.54,917.471
36,2830.92,974.906
5066,3179.2,805.737
37,3064.52,859.345
5065,3409.7,701.266
38,3295.81,750.984
5064,3638.74,604.582
39,3525.08,649.986
5063,3867.52,517.203
40,3753.66,557.393
5062,4096.16,440.46
41,3982.34,475.155
5061,4324.52,374.439
42,4210.77,403.728
5060,4552.6,318.945
43,4438.96,342.97
5059,4780.33,273.695
44,4666.85,292.606
5058,5007.58,238.435
45,4894.34,252.353
5057,5234.29,212.961
46,5121.34,221.993
5056,5460.33,197.053
47,5347.73,201.316
5055,5685.58,190.535
48,5573.42,190.111
5054,5909.89,193.259
49,5798.25,188.222
5053,6133.06,205.085
50,6022.06,195.513
5052,6354.85,225.853
51,6244.62,211.816
5051,6575.16,255.418
52,6465.74,237.008
5050,6793.88,293.641
53,6685.33,270.931
5049,7010.83,340.394
54,6903.22,313.436
5048,7225.9,395.57
55,7119.3,364.435
5047,7438.93,458.993
56,7333.41,423.771
5046,7649.8,530.499
57,7545.42,491.268
5045,7858.37,609.908
58,7755.2,566.766
5044,8064.51,697.014
59,7962.6,650.064
5043,8268.08,791.622
60,8167.5,740.955
5042,8468.97,893.513
61,8369.78,839.245
5041,8667.04,1002.46
62,8569.3,944.696
5040,8862.16,1118.22
63,8765.92,1057.08
5039,9054.21,1240.57
64,8959.54,1176.17
5038,9243.06,1369.29
65,9150.02,1301.72
5037,9428.51,1504.17
66,9337.19,1433.55
5036,9610.41,1645.02
67,9520.84,1571.44
5035,9788.62,1791.74
68,9700.88,1715.22
5034,9962.91,1944.32
69,9877.12,1864.85
5033,10133,2102.95
70,10049.3,2020.41
5032,10298.4,2267.98
71,10217,2182.15
5031,10458.6,2440.05
72,10379.8,2350.59
5030,10612.6,2619.97
73,10537,2526.46
5029,10759.4,2808.68
74,10687.4,2710.67
5028,10897.6,3007.17
75,10829.9,2904.19
5027,11027,3215.4
76,10963.3,3107.8
5026,11148.2,3432.75
77,11088,3321.2
5025,11261,3657.11
78,11204.7,3542.84
5024,11364.4,3882.95
79,11313,3770.13
5023,11456.7,4106.33
80,11410.8,3994.86
5022,11537.3,4327.78
81,11497.2,4217.33
5021,11605.8,4547.57
82,11571.8,4437.97
5020,11661.7,4765.76
83,11634,4656.96
5019,11704.5,4982.18
84,11683.3,4874.26
5018,11733.8,5196.51
85,11719.3,5089.64
5017,11749.2,5408.27
86,11741.7,5302.69
5016,11750.9,5616.84
87,11750.2,5512.85
5015,11738.3,5821.58
88,11744.8,5719.47
5014,11711.3,6021.79
89,11725,5921.94
5013,11670.1,6216.61
90,11690.9,6119.47
5012,11614.8,6405.21
91,11642.7,6311.19
5011,11545.5,6586.64
92,11580.4,6496.22
5010,11462.1,6759.98
93,11504.1,6673.61
5009,11364.9,6924.24
94,11413.9,6842.42
5008,11253.9,7078.45
95,11309.8,7001.68
5007,11129.5,7221.58
96,11192.1,7150.38
5006,10991.9,7352.63
97,11061.2,7287.51
5005,10841.7,7470.68
98,10917.4,7412.08
5004,10679,7575.02
99,10761.1,7523.27
5003,10504.3,7665.07
100,10592.4,7620.49
5002,10318.1,7740.35
101,10412,7703.18
5001,10120.8,7800.64
102,10220.4,7770.98
5000,9912.71,7845.98
103,10017.8,7823.83
4999,9693.78,7876.61
104,9804.42,7861.85
4998,9464.61,7892.73
105,9579.85,7885.48
4997,9230.52,7894.29
106,9346.91,7894.66
4996,8996.34,7880.66
107,9111.83,7889.05
4995,8764.81,7851.92
108,8878.47,7868.42
4994,8538.5,7808.39
109,8648.92,7832.3
4993,8317.43,7751.49
110,8425.54,7782.46
4992,8101.89,7682.29
111,8207.21,7719.67
4991,7892.04,7601.35
112,7994.68,7644.82
4990,7687.32,7509.24
113,7787.6,7558.39
4989,7487.06,7406.79
114,7585.31,7461.11
4988,7290.73,7294.87
115,7387.16,7353.89
4987,7097.95,7174.29
116,7192.73,7237.59
4986,6908.43,7045.79
117,7001.68,7112.99
4985,6721.95,6909.96
118,6813.78,6980.76
4984,6538.2,6767.62
119,6628.77,6841.55
