160,3.778694085815951e-05,0.013179497612975571
1,6.994228858173368e-05,0.013137167974645337
4942,2.65103220278637e-05,0.013119919740286349
4943,2.65103220278637e-05,0.013107757246500422
4941,2.65103220278637e-05,0.013066116283978704
2,3.778694085815951e-05,0.013071987441881747
4940,2.65103220278637e-05,0.013002107503693383
3,3.778694085815951e-05,0.013003336612760355
4939,3.102096955998202e-05,0.012961676851506088
4,3.874715186445776e-05,0.012957200072565903
5,3.761948998142818e-05,0.012872977837958995
5098,2.65103220278637e-05,0.012960651592047729
5097,2.65103220278637e-05,0.012868874233376838
6,3.6659278975129926e-05,0.01285671261866381
5096,2.65103220278637e-05,0.012823714779958544
7,3.778694085815951e-05,0.01280748540162766
5095,2.65103220278637e-05,0.012773113867804806
8,3.778694085815951e-05,0.012751697822986933
5094,2.65103220278637e-05,0.012730513470898746
9,3.778694085815951e-05,0.01270266172180236
5093,2.65103220278637e-05,0.01268998821204649
10,3.778694085815951e-05,0.012662241359912448
5092,2.65103220278637e-05,0.012614846390299408
11,3.778694085815951e-05,0.012583190564978705
5091,2.65103220278637e-05,0.012639660764301296
12,3.778694085815951e-05,0.012550251128925615
5090,2.65103220278637e-05,0.012614189434738948
13,3.778694085815951e-05,0.01257583367664238
5089,2.65103220278637e-05,0.012591352852830794
14,3.778694085815951e-05,0.012552173986515031
5088,2.65103220278637e-05,0.01257655762167385
15,3.778694085815951e-05,0.01253135087107622
5087,2.65103220278637e-05,0.012566713435623508
16,3.778694085815951e-05,0.0125187776046237
5086,2.65103220278637e-05,0.012613418313343032
17,3.778694085815951e-05,0.012511650365512671
5085,2.65103220278637e-05,0.012665206375116086
18,3.778694085815951e-05,0.012559220070404675
5084,2.65103220278637e-05,0.01272203908869917
19,3.778694085815951e-05,0.012611619396675159
5083,2.65103220278637e-05,0.01277922292415046
20,3.778694085815951e-05,0.012669022636412012
5082,2.65103220278637e-05,0.012836642150085715
21,3.778694085815951e-05,0.012726834522595215
5081,2.65103220278637e-05,0.012896564735731541
22,3.778694085815951e-05,0.012784971061122764
5080,2.65103220278637e-05,0.012982775857769741
23,3.778694085815951e-05,0.012845595754566343
5079,2.65103220278637e-05,0.013043783657223133
24,3.778694085815951e-05,0.012932685499652947
5078,2.65103220278637e-05,0.013090816807283485
25,3.778694085815951e-05,0.012994858971607714
5077,2.65103220278637e-05,0.013119981536410833
26,3.778694085815951e-05,0.013045509415317175
5076,2.65103220278637e-05,0.013181337440818846
27,3.778694085815951e-05,0.01307755688420341
5075,2.65103220278637e-05,0.013215670924812298
28,3.778694085815951e-05,0.013139972191658205
5074,2.65103220278637e-05,0.013247978084120262
29,3.778694085815951e-05,0.013173981209755036
5073,2.65103220278637e-05,0.013276455798767918
30,3.778694085815951e-05,0.01320580287299104
5072,2.65103220278637e-05,0.01330909299403229
31,3.778694085815951e-05,0.013233847864198059
5071,2.65103220278637e-05,0.013288426355498203
32,3.778694085815951e-05,0.013265991341743938
5070,2.65103220278637e-05,0.013314404938590265
33,3.778694085815951e-05,0.013245584210864185
5069,2.65103220278637e-05,0.01329262749505195
34,3.778694085815951e-05,0.013271126664101853
5068,2.65103220278637e-05,0.013271095049960158
35,3.778694085815951e-05,0.013249600740132069
5067,2.65103220278637e-05,0.01320297049061442
36,3.778694085815951e-05,0.01322833299496725
5066,2.65103220278637e-05,0.013135758571783937
37,3.778694085815951e-05,0.013161096450921702
5065,2.65103220278637e-05,0.013070055355942582
38,3.778694085815951e-05,0.013094863128005754
5064,2.65103220278637e-05,0.01309626376829651
39,3.778694085815951e-05,0.013029902585632257
5063,2.65103220278637e-05,0.013031517981202428
40,3.778694085815951e-05,0.013055904158273837
5062,2.65103220278637e-05,0.01296775635236171
41,3.778694085815951e-05,0.012991767915860172
5061,2.65103220278637e-05,0.012904884676057512
42,3.778694085815951e-05,0.012928543746098345
5060,2.65103220278637e-05,0.012842782533723543
43,3.778694085815951e-05,0.012866139950161318
5059,2.65103220278637e-05,0.012781377869701526
44,3.778694085815951e-05,0.01280446811811553
